"","ID","condition","date","OS","learn_trial_n","chosen_door","reward","task_stim","catch_success","catch_rt","blue_val","red_val","yellow_val","purple_val","noise","catch_fail","optimal_choice","reward_list","chosen_door_num","ID_num","inverse_temperature","directed_exploration","perseveration","learning_rate","prediction_error"
"76","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",76,"yellow_door",44,"Scenes_paint/London_Bridge_1.jpg",0,NA,59.494,38.287,44.42,46.453,-0.51209,NA,0,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.504266617315353,-1.27703303904362
"77","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",77,"red_door",39,"Scenes_paint/Gherkin_London.jpg",0,NA,62.913,40.198,39.558,47.789,-0.75446,NA,0,3,1,1,0.165250501455611,0.012309249861754,0.822098570914142,0.696962071549936,0.152842262175959
"78","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",78,"yellow_door",42,"Scenes_paint/Mount_Everest.png",0,NA,59.385,40.096,41.187,50.886,0.42527,NA,0,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.589499634171996,-2.80765979079931
"79","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",79,"yellow_door",38,"Scenes_paint/Niagara_Falls_1.jpg",1,0.5117,61.22,41.755,42.316,56.569,-4.5219,NA,0,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.514639114780261,-5.26484362715529
"80","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",80,"purple_door",42,"Scenes_paint/Vegas_Caesars.jpg",0,NA,62.372,41.971,44.118,53.763,-11.7,NA,0,3,3,1,0.165250501455611,0.012309249861754,0.822098570914142,0.864984491381163,2.44843088712042
"81","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",81,"purple_door",55,"Scenes_paint/Guggenheim_Museum_1.jpg",0,NA,64.72,41.769,45.371,53.58,1.6049,NA,0,3,3,1,0.165250501455611,0.012309249861754,0.822098570914142,0.5702336329901,13.1939546928213
"82","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",82,"purple_door",55,"Scenes_paint/Red_Square_1.jpg",1,0.4721,67.05,44.687,48.996,53.798,0.73755,NA,0,3,3,1,0.165250501455611,0.012309249861754,0.822098570914142,0.510208081501192,5.65932476003988
"83","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",83,"purple_door",61,"Scenes_paint/Space_Needle_1.jpg",0,NA,63.585,44.045,50.064,58.366,2.8101,NA,0,3,3,1,0.165250501455611,0.012309249861754,0.822098570914142,0.495868766031632,8.80843251050905
"84","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",84,"purple_door",57,"Scenes_paint/Rockefeller_Rink.jpg",0,NA,59.045,43.622,47.651,59.046,-2.1314,NA,1,3,3,1,0.165250501455611,0.012309249861754,0.822098570914142,0.492318174759409,0.548180013256079
"85","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",85,"purple_door",55,"Scenes_paint/TheForumRome.jpg",0,NA,68.242,45.98,48.164,58.614,-3.4588,NA,0,3,3,1,0.165250501455611,0.012309249861754,0.822098570914142,0.491431265897212,-1.61146310719667
